,pk_time,pk_mag,a1,a2,std_time,std_mag,std_a1,std_a2,chi_2,filter,name,dof,redshift
82,59318.76054297272,21.508907192187664,-3.785399515410429,0.4351846211213217,0.4530857899508074,0.02184014217039026,0.16804987015824618,0.025648760121320367,59.39761560579299,r,2021jgo ,15.0,0.372
83,59314.925465411194,22.029050151878746,-3.8822020235285017,0.09638116571567945,0.5925872860099622,0.022113089553130738,0.7894909288351792,0.05558652613694032,36.0495577505166,g,2021jgo ,14.0,0.372
84,59315.82720327504,22.04359323173839,0.9417859626501985,-0.019036763527381588,1.911972820439319,0.06221561229654904,0.03335264806035062,0.00929697422613828,9.358351314187003,z,2021jgo ,10.0,0.372
85,59378.43992999999,21.015518007682346,-4.808817347826396,0.44333487108735803,0.0,0.05358618839878463,0.20966862822637883,0.028962229035646127,0.46505859073812167,r,missing17 ,4.0,0.4359
86,59337.66572816361,21.406600292339352,-4.495679621069543,0.24578723736260882,0.6085580190098209,0.04346641890381475,0.5074442676629073,0.03398902458523335,45.625893694784736,g,2021koc ,12.0,0.1143
87,59336.215717349005,21.18952197540685,2.2820036329865214,-0.580697139647012,0.8767374122365071,0.05051382289892491,0.024775332075756547,0.007152322081435499,40.62048108629623,z,2021koc ,6.0,0.1143
88,59345.46582816361,21.372054167681327,-0.6933289245626099,0.36801280071595477,0.0,0.02996750146574055,0.1013405229514694,0.017911248334784535,140.52503331237003,r,2021koc ,7.0,0.1143
89,59348.64018968641,21.592321789295,2.4198301576665626,-0.6401319532753532,1.364466776555609,0.06366487454686325,0.024413957794119808,0.007058813234045597,21.934534677305503,z,2021hmo ,9.0,0.087
90,59356.24918968641,22.2534038941816,-0.5036372217977305,0.35415640813692667,0.0,0.05578300888264834,0.09993624036759025,0.017579686750887197,22.638489643612367,r,2021hmo ,9.0,0.087
91,59344.33710796737,22.800767757155043,-4.833739174209086,0.2504896608964301,1.7676568980602214,0.13949824508508016,0.521125614151854,0.03312928884432276,17.254229425848067,g,2021hmo ,4.0,0.087
