name,redshift,g_pk_time,r_pk_time,z_pk_time,g_pk_mag,r_pk_mag,z_pk_mag,g_a1,r_a1,z_a1,g_a2,r_a2,z_a2,g_std_time,r_std_time,z_std_time,g_std_mag,r_std_mag,z_std_mag,g_std_a1,r_std_a1,z_std_a1,g_std_a2,r_std_a2,z_std_a2
2021hmv ,0.2222,59283.5526,59292.108,59300.6634,21.665599829511685,21.63686024849253,22.062732079962775,-5.704296035315962,-2.342377507521766,1.7176668524096368,0.170797872485145,0.3871774514575722,-0.3456363418006883,0.0,0.0,0.0,0.0616279392916803,0.0229672522096146,0.0604104074727494,0.566722207856208,0.119796714051004,0.0272695124385711,0.0403216941034378,0.0201509312476914,0.0077740414235423
2021hmw ,0.3784,59300.406709822935,59301.01624861867,,22.545218202272807,21.89476725973215,,-4.071796681663938,-4.006698595957307,,0.0693758757627095,0.4241160492108418,,1.4087245175634595,0.5583948990438463,,0.0644911975017831,0.027319014280792,,0.9840139497362256,0.1774658573094512,,0.0565579786935405,0.0260089760071295,
2021hmx ,0.4765,59332.847378065104,59334.318633342904,59322.5118780651,22.64845547170564,22.017324430866815,21.529258835360167,-0.7135395566324216,-4.666407495402967,0.4079704157909053,0.0410811172702689,0.4785728446520965,0.2112229224977433,0.7277528883390808,0.5502351862777823,0.0,0.0581697177092477,0.0322437997326365,0.0242928770794129,0.9304038348805448,0.2253942620039464,0.0393012994611744,0.0706687258585589,0.0311723246246702,0.0108084112703322
2021hmy ,0.3376,59310.59841986125,59310.611799723505,59308.64916495929,20.590089472095585,20.420838183462298,21.44476261194731,-5.272254188257036,-3.245798843785194,1.1216384230262708,0.1055527707540275,0.4142160911131499,-0.0949667041426155,0.2522388290445693,0.2867656166108084,0.9022844115530158,0.0107658140743849,0.0113370740134753,0.0366863977676501,0.377614662043707,0.1225501918118959,0.0316404892284895,0.0498147534298468,0.0239156620314292,0.0088781027000354
2021hmz ,0.4112,59281.17705,59271.29865,59290.22377113822,21.759317306981373,19.93789346997124,21.351852519735335,-3.325437877287102,-4.435222432056424,0.7328417170545445,0.049603770038955,0.4286235400622697,0.0659009466157862,0.0,0.0,5.862433593014314,0.0872955591094872,0.0351855054202388,0.1884289805473833,0.6468988221320539,0.1829646453449999,0.0354617627253685,0.0609628683169812,0.0272411326476251,0.0098217461070285
2021hnb ,0.3681,59301.92853672973,59305.3434873364,59302.23569712851,22.080503946457473,21.475686020961707,21.623480853269125,-4.594646466405043,-3.29314760448619,0.983759628227284,0.0577295799939225,0.4281647812096945,-0.0289410805137066,0.4059831035241931,0.2179866375810288,0.6221455406851432,0.027063521703475,0.0148523818888049,0.0271298770356383,0.6908896796383551,0.158406594401439,0.0330792682607787,0.0548592915018568,0.0253904768980046,0.0092442060993974
2021hnd ,0.2018,59297.84200985954,59299.6410180837,59295.45342040462,20.572388176869424,20.617251847639736,21.25390060346356,-7.758373982173043,-1.9242088063989544,1.8297499809883075,0.1685600521127437,0.3786229720729779,-0.3906985749123715,0.2730423297817425,0.2502727184117894,1.6974309777615022,0.0108067063258863,0.011644560767632,0.0363181635716919,0.4031604294053375,0.1089840022244865,0.0266222322095779,0.0386103558033244,0.0194952433847102,0.0076237733126584
2021hne ,0.3712,59281.59734,59291.19574,59274.334972956465,21.652409207302355,21.831444158743203,21.74129886150821,-4.721660006400428,-4.020945809787256,0.944749923945386,0.0824692554482694,0.4375602862507634,-0.020941998515837,0.0,0.0,0.0004136183465303,0.059870307839616,0.0432657497338873,0.0842376538184832,0.5358710104594685,0.1722586247468098,0.0333247386617573,0.055542783082832,0.0256737671602698,0.0092861423242836
2021hnj ,0.6451,59294.797524012785,59302.35665370488,59298.40702089989,23.196011392043864,22.199789615937977,21.606331225632125,2.269446245058372,-4.008187055218695,-0.44349901591009,-0.0878766178405963,0.4752201061690512,0.5744603047942141,5.535551035364759,0.8020452708157919,0.0002010482820935,0.0946009088535091,0.0353791559928417,0.0307449295060378,1.1111453566588323,0.3055668503663724,0.052008780224864,0.1023324906236123,0.0429430845222459,0.0140362517489909
2021hnk  ,0.5976,59303.3101945329,59309.55802587552,59310.95627330301,21.706286424311823,21.45730933890932,21.656439281081408,1.602852562206451,-3.0376440922497725,-0.2260516056433383,0.0967725229058358,0.5527219190019904,0.4740687775145544,0.0009240627038017,0.3593542905960148,0.9929766186798548,0.024054507687635,0.0181977244596836,0.0355390471585691,0.6713530834499598,0.2353863797948268,0.0482846428678901,0.0908112053734794,0.0388865978146542,0.0130345645453383
2021hnl ,0.1273,59301.15884582801,59302.39103584471,59299.22042166869,22.74414685705438,22.318752542789547,21.73485814209889,-4.026163002758168,-0.9754474438546084,2.209359641621264,0.2240056066982395,0.3586952718972197,-0.5524105337021143,0.0002965262122595,0.6879975773047659,1.1394783183429609,0.136260731861048,0.0488823962907404,0.046221083036951,0.5476235859431192,0.1042471039669919,0.0249979029322551,0.0346077374456009,0.0181088095336387,0.0072064073930033
2021hnn ,0.24605,59339.0628021138,59347.7851521138,59339.3947908493,21.96274567256466,21.480244626901644,21.465869852953595,1.4548764686336104,-1.9645685399288055,1.600452061057268,0.1623638030324642,0.4289448455609759,-0.2931993057913744,1.169113620567423,0.0,0.9722368824970716,0.0484908166973667,0.0250591977468773,0.0437668508681276,0.4349429378163358,0.1268609824744503,0.0280172609960583,0.0421580184189504,0.0208124959039684,0.0079648967042025
2021hnp ,0.26215,59287.721866854685,59293.90583722729,59296.556916854686,22.115590983997112,21.311210437875964,21.266997708833145,-4.892005303580693,-2.7488554656399633,1.5087073728013785,0.1455532419149701,0.3947821700983353,-0.2583234167271686,0.0,0.9377889670121556,1.208660850373885,0.0676139917351516,0.0316927493961627,0.0307287040535935,0.6164880391637505,0.1319270489937496,0.0285680406242397,0.043683131992,0.0213692616250542,0.0081032675591153
2021hnq  ,0.12935,59343.152389038245,59336.90997524636,,20.346282580867847,22.556686844951003,,-1.3466165856478545,-1.0693122868733551,,0.2484970977538563,0.3641317740941163,,0.228388713141653,1.8243743508380668,,0.0136524379054865,0.0841239616212226,,0.3776031280582963,0.1049298218630036,,0.0344353485887949,0.0181496979567748,
2021iak ,0.3584,,59335.056863327394,,,19.393928625167547,,,-3.876626035469782,,,0.4197778103911995,,,0.3099482317079474,,,0.0107810374839954,,,0.1681372674369233,,,0.025079973366601,
2021iro  ,0.1355,,59351.51943547454,59354.52307,,22.88928910962018,22.26081192123036,,-1.1854789651532376,2.1669655638247387,,0.3655437358285743,-0.5345503654879706,,2.282844598185593,0.0,,0.1069696523323911,0.094546008966809,,0.1062369254893515,0.0251563736529574,,0.0182552810685678,0.0072436815198029
2021jel ,0.2103,59309.54078381623,59311.16331032172,59308.914646426434,20.765193634148304,20.717715255609377,21.211092354594623,-6.556097738974419,-2.1606296917791075,1.7911695562933805,0.1670541813106184,0.3874117829503681,-0.3713782318863135,0.3060974146263991,0.3505359779334771,0.922519973259678,0.0158495926347681,0.01434199081069,0.0354822896991993,0.4430012981156468,0.1091836743262326,0.0268609663307025,0.0390876835857462,0.0197524880492294,0.0076849211916454
2021jgk  ,0.3521,59335.82085209285,59329.36568955733,59338.830389557326,22.692856142915524,21.585280404288913,21.844786229795083,-3.845894196664927,-3.899031798903018,1.0446298770707676,0.1035122896050405,0.4324250930282823,-0.0620272856966294,3.152026465589977,0.0,1.970096711965699,0.1333798932405256,0.0265214405488134,0.0691341378813517,0.9560261523529532,0.1663258191921222,0.0323728817634654,0.0532881314837238,0.0247932815886578,0.009050375315786
2021jgl ,0.3467,59311.54427563561,59314.77649059715,59320.97117563561,21.513738003260578,21.40573621852518,21.744479036130972,-5.588162145324519,-3.6597491613254114,1.0731634695058676,0.1017811745521252,0.423881100196354,-0.0736227341323595,0.5161359266175323,0.4922978614998264,0.0,0.021292171722822,0.0176989744859464,0.0649400769595963,0.8160919027506175,0.1569725439567725,0.0321155886000128,0.0524690557040212,0.0245456327885145,0.0089856248455103
2021jgm ,0.3362,,59342.45904120778,59344.65564,,23.43124060998163,21.615005148260064,,-3.705078396053195,1.1263592422092483,,0.4177319885058204,-0.0967061412360324,,2.873814720796468,0.0,,0.1335996322278312,0.0618056912003516,,0.1624787707341149,0.0316339790487398,,0.0241606913077005,0.0088632851720272
2021jgn ,0.4452,59336.75277888297,59330.61189312642,59334.322572617515,22.848402353103943,21.998440714476914,21.59931453712585,-7.003388421162858,-5.100981732382527,0.5626690800652849,0.0415885787655413,0.5142176704887356,0.1409649242061548,5.952797284992806,1.166795051420849,2.5367073124404915,0.3718751783650899,0.0844482009949232,0.0837604336322522,1.4622504227203437,0.214270159633455,0.0374580024240367,0.0661502279087119,0.0294563921007841,0.0103205548909599
2021jgo ,0.372,59314.925465411194,59318.76054297272,59315.82720327504,22.029050151878742,21.508907192187664,22.04359323173839,-3.8822020235285017,-3.785399515410429,0.9417859626501984,0.0963811657156794,0.4351846211213217,-0.0190367635273815,0.5925872860099622,0.4530857899508074,1.911972820439319,0.0221130895531307,0.0218401421703902,0.062215612296549,0.7894909288351792,0.1680498701582461,0.0333526480603506,0.0555865261369403,0.0256487601213203,0.0092969742261382
2021jgp ,0.8084,59323.062089072206,59326.83295603132,59335.38702207583,21.502131511999107,21.468133457186067,21.51066896530374,-0.4555413275593794,-2.6166128143484086,-1.3054449122514753,-0.1069573618070843,0.5785081025852435,0.9359159838620392,0.6906244047929123,0.5151351993092808,1.0594100602371816,0.0195577305831556,0.0229180905535131,0.0373654976450631,1.0167503746741382,0.364958446915486,0.0684863237467843,0.1388048884571451,0.056829702845906,0.0180981648513725
2021jgr ,0.6396,59303.99716655344,59310.01263045141,59309.77804884539,22.51804330730514,22.250733777267023,22.187090063643613,-5.621364767468096,-5.0764599878228,-0.4387276717031772,-0.1121968659662052,0.5235322330574431,0.563929828770201,0.6251403086988148,0.5401407662878303,1.5921295606943426,0.0423917600840922,0.0254880729832623,0.0495284098989601,1.601627295448927,0.3190430540539717,0.0518406432088729,0.1021569912250449,0.0423258893101241,0.0139276600338657
2021jgs ,0.2179,59308.63723130682,59313.25049333311,,22.141197977614873,21.825332758688695,,-3.1566987732438285,-2.1827404832388817,,0.172703025636424,0.3876567746945513,,1.4361390229936408,0.9905214710163628,,0.0777770058158045,0.042369465897549,,0.5484588036173064,0.1215885943335585,,0.0399935106546803,0.0200637657491703,
2021jgv  ,0.245,59318.73644706936,59322.11048087893,59316.29332320968,20.735193914669058,20.540017988597057,21.200908103692065,-3.959637763368461,-1.588628019885684,1.6073080002674889,0.1918459150750061,0.4255067138701647,-0.2962688890848345,0.169723747381599,0.1920592124689898,0.70880255190674,0.0065789834942552,0.010392618054555,0.0260616221657158,0.359409645801873,0.1103311149874539,0.0279521969199633,0.0414685217319697,0.0204883345062397,0.0079549768896329
2021jgx ,0.1621,,,59342.57667852876,,,21.958455457059067,,,2.0304144572753193,,,-0.4765494801732359,,,1.2862548832630298,,,0.063007504501595,,,0.0256899527796425,,,0.0073791078905295
2021jhb ,0.54,59285.74783,59296.52783,59293.48366888301,21.147820303338975,21.194203674716785,21.21588117812665,-4.075127615799604,-5.682583585015404,0.074651437251846,-0.0214719699708089,0.4737444445131316,0.3463826495593463,0.0,0.0,18.88485047919145,0.1660059995759806,0.0512410731533702,0.6322859130300741,1.1471150132895094,0.2663257970282529,0.0438324238713505,0.0819686856972951,0.0352375685754456,0.0119173198280522
2021jhd  ,0.3763,59320.81362586541,59320.81362586541,59330.447725865415,22.45561530826817,21.896931012008224,21.57260630952624,-1.923352567316286,-3.924056174034113,0.9208976751266462,0.133914696570754,0.4340579062858092,-0.0097624895945737,0.0,0.0,1.9091849673794887,0.0217052693461485,0.0281585877778876,0.0629054916884183,0.7656185371153732,0.1727105280176169,0.0335614126656787,0.0558192480941713,0.0258675747445844,0.009351893473375
2021jhe ,0.5185,59333.30758914719,59335.07183116668,59343.93708914719,22.58469094134981,21.66012367240396,22.228993403138652,0.0717880072781225,-4.603609668095315,0.1791591798795697,0.0182500990991032,0.4824253935732698,0.3004094186863456,1.1656185217908306,0.5930987514220755,0.0,0.0919679746627712,0.0371978922114005,0.0926833481258163,1.3159071437426506,0.246979398362874,0.042298929506558,0.078239662782276,0.033810053787403,0.0115295375539689
2021jhp,0.7147,59307.09702891142,59309.323211984745,59318.341199999995,22.963241070417936,22.173995665346812,22.365032525890616,-7.834667948905367,-6.670171256143563,-0.8310031711056404,-0.1169718411105113,0.5207421918346552,0.7293534625962943,0.917954084877714,0.739781366301131,0.0,0.0652060824521298,0.0354632735989815,0.0704675705543565,2.574635592032939,0.3965652141221421,0.0588102048529507,0.1197292772645773,0.0487964660574254,0.0156671342336835
2021jhq ,0.0597,59333.269192599626,59326.75318254622,59327.69789820237,21.206229753352073,22.81591439618512,21.35118400629436,-2.3577736810056114,-0.116097945300394,2.5614515138735694,0.2392707985036315,0.3452416956451891,-0.7002344351206303,2.9095404303619117,1.5731866082440262,0.7830343501028717,0.1937318597197316,0.1078573073166989,0.0509429417620564,0.397447002265996,0.0975482870418028,0.0241251986563102,0.0323394897907627,0.017332873826174,0.0069897756341047
2021jhr ,0.1262,59328.34365329293,59336.22705329293,,19.784745126180333,19.983261376179264,,-1.560912428107005,0.0012866483819998,,0.3420432802389501,0.4292229867218078,,0.1248305904669626,0.0,,0.012749583273217,0.0082800601541567,,0.2336807807648559,0.0831993083341396,,0.0335247321172414,0.0175894306182288,
2021jhv ,0.093,59308.5457327333,59302.4413645434,59301.492868314315,22.325898236027,21.94647464142774,21.09121756480797,-2.250096798726275,-0.4187918848995351,2.39266764481475,0.2366710868762503,0.3495830644745899,-0.627252992116397,0.0001950402818464,8.383369683972104e-05,0.4648358020934497,0.1216403546542289,0.0349399984746953,0.0325672428326938,0.4896425308040081,0.0985798191904511,0.0244640541868346,0.0332983229274509,0.0176256502510835,0.0070754471491857
2021jhx ,0.1173,59333.48392027247,59324.34873039567,59326.216345049725,22.028730303083037,21.964986663567117,21.484421751680536,-5.339904498872109,-0.8289566468866111,2.2626254284267397,0.193578447099936,0.3638783443206834,-0.5738506630294997,3.3719846512920064,0.4243979654616426,0.5191655404305813,0.1069998441673362,0.0258183904165713,0.0329569069423998,0.5446240951180548,0.1013484326541297,0.0248058609418953,0.0342014247816353,0.0179371326474161,0.0071633314616338
2021jhy ,0.1794,59303.76008489416,59304.62763520298,59303.28949610147,23.41933972658421,22.988362395855503,21.483531278129504,-5.677955906211394,-1.774302055733166,1.938788483784765,0.196105601267489,0.3764332344168603,-0.4389162238110445,1.4567838959091324,1.1487391011681654,0.5171096197523084,0.134599189191598,0.0786532543899306,0.0356478539758469,0.6468562132321468,0.1143498127058822,0.0261025600642361,0.0373943455091025,0.0191179769228078,0.0074800564411003
2021jia,0.0673,,,59356.43412327122,,,21.506248934511223,,,2.5212016815291087,,,-0.6830781307208353,,,0.924042989426608,,,0.0634635758492617,,,0.0242097322361315,,,0.0070068651049912
2021jib ,0.3233,,59350.68534143316,59346.4514481737,,23.04712062320212,22.06790656406275,,-3.5385369717202035,1.1929457723520616,,0.4159617044282999,-0.1250549043834909,,1.9297138968150072,1.3761743751014806,,0.0901676933596397,0.0590970479525809,,0.1572655513193374,0.0310501806617662,,0.0236250912623087,0.00871763039072
2021jif ,0.3099,,59345.727343065366,59338.00693994474,,23.06151809724209,21.77791965033582,,-3.3923747297111584,1.2636729666795667,,0.4112351934496573,-0.1543217896177402,,2.487638901680442,1.5165084404746725,,0.1516580138699054,0.0750897314681096,,0.1521754683043304,0.0304632499987192,,0.0230998013757788,0.008572756736221
2021jii ,0.4276,59312.685486339,59316.76358689516,59322.678686339,22.74859380566968,22.20576378552277,21.968676521972625,-7.273446585981815,-4.722915726598645,0.6548275264970937,0.0490844629440719,0.4408368828970626,0.102597116101384,1.1590706970432807,1.0326713422450315,0.0,0.051120003676098,0.0336502019330948,0.0553493129408126,1.380416220598665,0.2040879587697441,0.0363869996902823,0.0634687119151121,0.0285022587408665,0.0100574432478141
2021jwy ,0.1959,59308.39850477027,59316.76980477027,59300.027204770275,22.53941707414087,21.94149612105307,21.937387382747204,-3.028440244134508,-1.9150426836453849,1.85366991065588,0.198705890679133,0.3805883496700634,-0.402945502532847,0.0001136660818084,0.0,0.0,0.0380677989146049,0.0279571065607319,0.1090639691187797,0.5683115582391035,0.1158076685523495,0.0265252208160389,0.0383231279084205,0.0194950204557788,0.0075861779062058
2021jxj  ,0.2765,,59336.634592367926,59327.699092367926,,22.32547650968627,21.24629681957284,,-2.83401803529714,1.443599306408296,,0.4009872684877273,-0.2267339211155845,,0.0,0.7678254212191804,,0.0857509776596612,0.0360419527618971,,0.1390880721080271,0.0290930171447826,,0.0218764004424306,0.0082357728165617
2021jxk ,0.3803,59320.09731861585,59329.75941861585,59329.75941861585,22.07151707143569,21.70536849693162,21.67168310865913,-2.1586520537521348,-3.3002832070579817,0.9054079093345332,0.0863427433252578,0.4244613881828861,-0.0009881666542082,0.6742000948788035,0.0,0.0,0.0244176142784186,0.0303255444377013,0.0548526156184529,0.5897089327325805,0.1691311443039393,0.0337592604982972,0.0565056266311746,0.0260309023687644,0.0094032344667819
2021jxl ,0.4387,59321.75067017552,59323.85231740438,59330.913577554114,22.561233462779565,21.999409506058814,21.725551285341982,-2.958826127330212,-4.702838607229975,0.5990917630479184,0.036065440145384,0.4474348241723342,0.1262856430746623,0.8505849086109041,0.5855218053948569,1.132438353133736,0.0350930533013812,0.0319317729786041,0.0497283532757806,1.0154083353782062,0.2065651204126016,0.037023798807692,0.0648207968890639,0.0290316381914883,0.0102216405966419
2021jxm  ,0.12925,59323.4585493089,59325.70285110723,59329.27284952079,22.09828516112947,21.56959815903854,21.34883550457498,-4.4023014201291515,-0.9930450163893186,2.1942939673851227,0.2298493914421558,0.3620554803682125,-0.5479283497264649,0.5729618614122626,0.4250982201473776,0.5771207542642713,0.0355049273531968,0.0264372137075198,0.0374071481611054,0.5011260843961028,0.1028412326998302,0.0250110237603949,0.0346345972083006,0.0181129327367227,0.0072141080864896
2021jyh ,0.2795,59333.23656435288,59335.19333380622,59331.990917333605,19.82586828246021,19.828636406591254,20.606628009726727,-5.126776491725531,-1.945845567744087,1.4413794530091786,0.1440073098127564,0.4051993597976589,-0.2223036078381517,0.1350052816759173,0.2014204909537031,0.4763329596401718,0.0111600853628515,0.0088999029120846,0.0193969147099432,0.349078540802951,0.1085844158874974,0.029097783479966,0.0438674244774771,0.0214050077686489,0.0082592762108836
